"","Threshold","Bio_threshold","site","region","year","Hydro_Metric","Biol","Alteration_Current","Alteration_Current_direction"
"14747","Threshold75",0.75,201080,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"14748","Threshold50",0.86,201080,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"14749","Threshold75",0.86,201080,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"14750","Threshold25",0.94,201080,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"14751","Threshold50",0.94,201080,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"14752","Threshold75",0.94,201080,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"14753","Threshold25",0.79,201080,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"14754","Threshold50",0.79,201080,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"14755","Threshold75",0.79,201080,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"14756","Threshold25",0.92,201080,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"14757","Threshold50",0.92,201080,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"14758","Threshold75",0.92,201080,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"14759","Threshold50",0.75,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14760","Threshold75",0.75,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14761","Threshold25",0.86,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14762","Threshold50",0.86,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14763","Threshold75",0.86,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14764","Threshold25",0.94,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14765","Threshold50",0.94,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14766","Threshold75",0.94,201080,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"14767","Threshold25",0.75,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14768","Threshold50",0.75,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14769","Threshold75",0.75,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14770","Threshold25",0.86,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14771","Threshold50",0.86,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14772","Threshold75",0.86,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14773","Threshold25",0.94,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14774","Threshold50",0.94,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14775","Threshold75",0.94,201080,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14776","Threshold75",0.75,201080,"Aliso",2018,"SP_Dur","ASCI","Altered","Low"
"14777","Threshold50",0.86,201080,"Aliso",2018,"SP_Dur","ASCI","Altered","Low"
"14778","Threshold75",0.86,201080,"Aliso",2018,"SP_Dur","ASCI","Altered","Low"
"14779","Threshold50",0.94,201080,"Aliso",2018,"SP_Dur","ASCI","Altered","Low"
"14780","Threshold75",0.94,201080,"Aliso",2018,"SP_Dur","ASCI","Altered","Low"
"14781","Threshold50",0.75,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14782","Threshold75",0.75,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14783","Threshold25",0.86,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14784","Threshold50",0.86,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14785","Threshold75",0.86,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14786","Threshold25",0.94,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14787","Threshold50",0.94,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14788","Threshold75",0.94,201090,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14789","Threshold50",0.63,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14790","Threshold75",0.63,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14791","Threshold25",0.79,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14792","Threshold50",0.79,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14793","Threshold75",0.79,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14794","Threshold25",0.92,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14795","Threshold50",0.92,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14796","Threshold75",0.92,201090,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14797","Threshold75",0.75,201090,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14798","Threshold75",0.86,201090,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14799","Threshold25",0.94,201090,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14800","Threshold50",0.94,201090,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14801","Threshold75",0.94,201090,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14802","Threshold50",0.79,201090,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14803","Threshold75",0.79,201090,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14804","Threshold25",0.92,201090,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14805","Threshold50",0.92,201090,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14806","Threshold75",0.92,201090,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14807","Threshold25",0.75,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14808","Threshold50",0.75,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14809","Threshold75",0.75,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14810","Threshold25",0.86,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14811","Threshold50",0.86,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14812","Threshold75",0.86,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14813","Threshold25",0.94,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14814","Threshold50",0.94,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14815","Threshold75",0.94,201090,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14816","Threshold75",0.92,201090,"Aliso",2000,"DS_Dur_WS","CSCI","Altered","High"
"14817","Threshold25",0.75,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14818","Threshold50",0.75,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14819","Threshold75",0.75,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14820","Threshold25",0.86,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14821","Threshold50",0.86,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14822","Threshold75",0.86,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14823","Threshold25",0.94,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14824","Threshold50",0.94,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14825","Threshold75",0.94,201090,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"14826","Threshold25",0.63,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14827","Threshold50",0.63,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14828","Threshold75",0.63,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14829","Threshold25",0.79,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14830","Threshold50",0.79,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14831","Threshold75",0.79,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14832","Threshold25",0.92,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14833","Threshold50",0.92,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14834","Threshold75",0.92,201090,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"14835","Threshold25",0.63,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14836","Threshold50",0.63,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14837","Threshold75",0.63,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14838","Threshold25",0.79,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14839","Threshold50",0.79,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14840","Threshold75",0.79,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14841","Threshold25",0.92,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14842","Threshold50",0.92,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14843","Threshold75",0.92,201090,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14844","Threshold75",0.75,201090,"Aliso",2004,"DS_Dur_WS","ASCI","Altered","High"
"14845","Threshold75",0.86,201090,"Aliso",2004,"DS_Dur_WS","ASCI","Altered","High"
"14846","Threshold25",0.94,201090,"Aliso",2004,"DS_Dur_WS","ASCI","Altered","High"
"14847","Threshold50",0.94,201090,"Aliso",2004,"DS_Dur_WS","ASCI","Altered","High"
"14848","Threshold75",0.94,201090,"Aliso",2004,"DS_Dur_WS","ASCI","Altered","High"
"14849","Threshold50",0.79,201090,"Aliso",2004,"DS_Dur_WS","CSCI","Altered","High"
"14850","Threshold75",0.79,201090,"Aliso",2004,"DS_Dur_WS","CSCI","Altered","High"
"14851","Threshold25",0.92,201090,"Aliso",2004,"DS_Dur_WS","CSCI","Altered","High"
"14852","Threshold50",0.92,201090,"Aliso",2004,"DS_Dur_WS","CSCI","Altered","High"
"14853","Threshold75",0.92,201090,"Aliso",2004,"DS_Dur_WS","CSCI","Altered","High"
"14854","Threshold75",0.75,201090,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"14855","Threshold50",0.86,201090,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"14856","Threshold75",0.86,201090,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"14857","Threshold50",0.94,201090,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"14858","Threshold75",0.94,201090,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"14859","Threshold75",0.86,201090,"Aliso",2010,"DS_Dur_WS","ASCI","Altered","High"
"14860","Threshold25",0.94,201090,"Aliso",2010,"DS_Dur_WS","ASCI","Altered","High"
"14861","Threshold50",0.94,201090,"Aliso",2010,"DS_Dur_WS","ASCI","Altered","High"
"14862","Threshold75",0.94,201090,"Aliso",2010,"DS_Dur_WS","ASCI","Altered","High"
"14863","Threshold75",0.79,201090,"Aliso",2010,"DS_Dur_WS","CSCI","Altered","High"
"14864","Threshold25",0.92,201090,"Aliso",2010,"DS_Dur_WS","CSCI","Altered","High"
"14865","Threshold50",0.92,201090,"Aliso",2010,"DS_Dur_WS","CSCI","Altered","High"
"14866","Threshold75",0.92,201090,"Aliso",2010,"DS_Dur_WS","CSCI","Altered","High"
"14867","Threshold75",0.75,201090,"Aliso",2011,"SP_Dur","ASCI","Altered","Low"
"14868","Threshold50",0.86,201090,"Aliso",2011,"SP_Dur","ASCI","Altered","Low"
"14869","Threshold75",0.86,201090,"Aliso",2011,"SP_Dur","ASCI","Altered","Low"
"14870","Threshold50",0.94,201090,"Aliso",2011,"SP_Dur","ASCI","Altered","Low"
"14871","Threshold75",0.94,201090,"Aliso",2011,"SP_Dur","ASCI","Altered","Low"
"14872","Threshold25",0.75,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14873","Threshold50",0.75,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14874","Threshold75",0.75,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14875","Threshold25",0.86,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14876","Threshold50",0.86,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14877","Threshold75",0.86,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14878","Threshold25",0.94,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14879","Threshold50",0.94,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14880","Threshold75",0.94,201090,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14881","Threshold75",0.75,201091,"Aliso",1995,"SP_Dur","ASCI","Altered","Low"
"14882","Threshold75",0.86,201091,"Aliso",1995,"SP_Dur","ASCI","Altered","Low"
"14883","Threshold75",0.94,201091,"Aliso",1995,"SP_Dur","ASCI","Altered","Low"
"14884","Threshold50",0.63,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14885","Threshold75",0.63,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14886","Threshold25",0.79,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14887","Threshold50",0.79,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14888","Threshold75",0.79,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14889","Threshold25",0.92,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14890","Threshold50",0.92,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14891","Threshold75",0.92,201091,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"14892","Threshold25",0.75,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14893","Threshold50",0.75,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14894","Threshold75",0.75,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14895","Threshold25",0.86,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14896","Threshold50",0.86,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14897","Threshold75",0.86,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14898","Threshold25",0.94,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14899","Threshold50",0.94,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14900","Threshold75",0.94,201091,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"14901","Threshold50",0.63,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14902","Threshold75",0.63,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14903","Threshold25",0.79,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14904","Threshold50",0.79,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14905","Threshold75",0.79,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14906","Threshold25",0.92,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14907","Threshold50",0.92,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14908","Threshold75",0.92,201091,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"14909","Threshold25",0.75,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14910","Threshold50",0.75,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14911","Threshold75",0.75,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14912","Threshold25",0.86,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14913","Threshold50",0.86,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14914","Threshold75",0.86,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14915","Threshold25",0.94,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14916","Threshold50",0.94,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14917","Threshold75",0.94,201091,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"14918","Threshold75",0.86,201091,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"14919","Threshold75",0.94,201091,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"14920","Threshold50",0.79,201091,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"14921","Threshold75",0.79,201091,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"14922","Threshold25",0.92,201091,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"14923","Threshold50",0.92,201091,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"14924","Threshold75",0.92,201091,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"14925","Threshold50",0.75,201091,"Aliso",2003,"SP_Dur","ASCI","Altered","Low"
"14926","Threshold75",0.75,201091,"Aliso",2003,"SP_Dur","ASCI","Altered","Low"
"14927","Threshold50",0.86,201091,"Aliso",2003,"SP_Dur","ASCI","Altered","Low"
"14928","Threshold75",0.86,201091,"Aliso",2003,"SP_Dur","ASCI","Altered","Low"
"14929","Threshold50",0.94,201091,"Aliso",2003,"SP_Dur","ASCI","Altered","Low"
"14930","Threshold75",0.94,201091,"Aliso",2003,"SP_Dur","ASCI","Altered","Low"
"14931","Threshold50",0.63,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14932","Threshold75",0.63,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14933","Threshold25",0.79,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14934","Threshold50",0.79,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14935","Threshold75",0.79,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14936","Threshold25",0.92,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14937","Threshold50",0.92,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14938","Threshold75",0.92,201091,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"14939","Threshold25",0.75,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14940","Threshold50",0.75,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14941","Threshold75",0.75,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14942","Threshold25",0.86,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14943","Threshold50",0.86,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14944","Threshold75",0.86,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14945","Threshold25",0.94,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14946","Threshold50",0.94,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14947","Threshold75",0.94,201091,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"14948","Threshold25",0.75,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14949","Threshold50",0.75,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14950","Threshold75",0.75,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14951","Threshold25",0.86,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14952","Threshold50",0.86,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14953","Threshold75",0.86,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14954","Threshold25",0.94,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14955","Threshold50",0.94,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14956","Threshold75",0.94,201091,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"14957","Threshold50",0.94,201100,"Aliso",1994,"DS_Dur_WS","ASCI","Altered","High"
"14958","Threshold75",0.94,201100,"Aliso",1994,"DS_Dur_WS","ASCI","Altered","High"
"14959","Threshold75",0.79,201100,"Aliso",1994,"DS_Dur_WS","CSCI","Altered","High"
"14960","Threshold25",0.92,201100,"Aliso",1994,"DS_Dur_WS","CSCI","Altered","High"
"14961","Threshold50",0.92,201100,"Aliso",1994,"DS_Dur_WS","CSCI","Altered","High"
"14962","Threshold75",0.92,201100,"Aliso",1994,"DS_Dur_WS","CSCI","Altered","High"
"14963","Threshold50",0.75,201100,"Aliso",1994,"SP_Dur","ASCI","Altered","Low"
"14964","Threshold75",0.75,201100,"Aliso",1994,"SP_Dur","ASCI","Altered","Low"
"14965","Threshold50",0.86,201100,"Aliso",1994,"SP_Dur","ASCI","Altered","Low"
"14966","Threshold75",0.86,201100,"Aliso",1994,"SP_Dur","ASCI","Altered","Low"
"14967","Threshold50",0.94,201100,"Aliso",1994,"SP_Dur","ASCI","Altered","Low"
"14968","Threshold75",0.94,201100,"Aliso",1994,"SP_Dur","ASCI","Altered","Low"
"14969","Threshold50",0.63,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14970","Threshold75",0.63,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14971","Threshold25",0.79,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14972","Threshold50",0.79,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14973","Threshold75",0.79,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14974","Threshold25",0.92,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14975","Threshold50",0.92,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14976","Threshold75",0.92,201100,"Aliso",1994,"SP_Tim","CSCI","Altered","High"
"14977","Threshold75",0.75,201100,"Aliso",1995,"DS_Dur_WS","ASCI","Altered","Low"
"14978","Threshold75",0.86,201100,"Aliso",1995,"DS_Dur_WS","ASCI","Altered","Low"
"14979","Threshold75",0.94,201100,"Aliso",1995,"DS_Dur_WS","ASCI","Altered","Low"
"14980","Threshold75",0.63,201100,"Aliso",1995,"DS_Dur_WS","CSCI","Altered","Low"
"14981","Threshold75",0.79,201100,"Aliso",1995,"DS_Dur_WS","CSCI","Altered","Low"
"14982","Threshold75",0.92,201100,"Aliso",1995,"DS_Dur_WS","CSCI","Altered","Low"
"14983","Threshold25",0.75,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14984","Threshold50",0.75,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14985","Threshold75",0.75,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14986","Threshold25",0.86,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14987","Threshold50",0.86,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14988","Threshold75",0.86,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14989","Threshold25",0.94,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14990","Threshold50",0.94,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14991","Threshold75",0.94,201100,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"14992","Threshold75",0.75,201100,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14993","Threshold50",0.86,201100,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14994","Threshold75",0.86,201100,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14995","Threshold50",0.94,201100,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14996","Threshold75",0.94,201100,"Aliso",1996,"SP_Dur","ASCI","Altered","Low"
"14997","Threshold50",0.63,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14998","Threshold75",0.63,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"14999","Threshold25",0.79,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"15000","Threshold50",0.79,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"15001","Threshold75",0.79,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"15002","Threshold25",0.92,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"15003","Threshold50",0.92,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"15004","Threshold75",0.92,201100,"Aliso",1996,"SP_Tim","CSCI","Altered","High"
"15005","Threshold75",0.92,201100,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"15006","Threshold50",0.75,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15007","Threshold75",0.75,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15008","Threshold25",0.86,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15009","Threshold50",0.86,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15010","Threshold75",0.86,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15011","Threshold25",0.94,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15012","Threshold50",0.94,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15013","Threshold75",0.94,201100,"Aliso",1999,"SP_Dur","ASCI","Altered","Low"
"15014","Threshold50",0.63,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15015","Threshold75",0.63,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15016","Threshold25",0.79,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15017","Threshold50",0.79,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15018","Threshold75",0.79,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15019","Threshold25",0.92,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15020","Threshold50",0.92,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15021","Threshold75",0.92,201100,"Aliso",1999,"SP_Tim","CSCI","Altered","High"
"15022","Threshold50",0.75,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15023","Threshold75",0.75,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15024","Threshold25",0.86,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15025","Threshold50",0.86,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15026","Threshold75",0.86,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15027","Threshold25",0.94,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15028","Threshold50",0.94,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15029","Threshold75",0.94,201100,"Aliso",2000,"SP_Dur","ASCI","Altered","Low"
"15030","Threshold50",0.63,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15031","Threshold75",0.63,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15032","Threshold25",0.79,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15033","Threshold50",0.79,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15034","Threshold75",0.79,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15035","Threshold25",0.92,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15036","Threshold50",0.92,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15037","Threshold75",0.92,201100,"Aliso",2000,"SP_Tim","CSCI","Altered","High"
"15038","Threshold75",0.75,201100,"Aliso",2001,"SP_Dur","ASCI","Altered","Low"
"15039","Threshold75",0.86,201100,"Aliso",2001,"SP_Dur","ASCI","Altered","Low"
"15040","Threshold50",0.94,201100,"Aliso",2001,"SP_Dur","ASCI","Altered","Low"
"15041","Threshold75",0.94,201100,"Aliso",2001,"SP_Dur","ASCI","Altered","Low"
"15042","Threshold75",0.75,201100,"Aliso",2002,"DS_Dur_WS","ASCI","Altered","Low"
